rank,name,votes
1.,Stephen Curry,1047281
2.,Kobe Bryant,988884
3.,Chris Paul,804309
4.,Jeremy Lin,628818
5.,James Harden,470381
6.,Russell Westbrook,317338
7.,Damian Lillard,280966
8.,Tony Parker,258751
9.,Klay Thompson,162984
10.,Ricky Rubio,124230
