rank,name,votes
1.,Kevin Durant,1504047
2.,Dwight Howard,922070
3.,Blake Griffin,863832
4.,Tim Duncan,492373
5.,Pau Gasol,310845
6.,Kevin Love,283458
7.,Ömer Aşık,240467
8.,Serge Ibaka,197063
9.,Rudy Gay,182523
10.,David Lee,165875
11.,LaMarcus Aldridge,160197
12.,Marc Gasol,153459
13.,Zach Randolph,146980
14.,Dirk Nowitzki,145776
15.,Chandler Parsons,144697
