rank,name,votes
1.,Dwyane Wade,1052310
2.,Rajon Rondo,924180
3.,Deron Williams,449791
4.,Kyrie Irving,445730
5.,Ray Allen,326186
6.,Monta Ellis,123096
7.,Raymond Felton,105340
8.,Jrue Holiday,103146
9.,Jason Terry,88708
10.,Paul George,80060
