rank,name,votes
1.,LeBron James,1583646
2.,Carmelo Anthony,1460950
3.,Kevin Garnett,553222
4.,Chris Bosh,528014
5.,Tyson Chandler,467968
6.,Paul Pierce,294213
7.,Joakim Noah,230796
8.,Josh Smith,187174
9.,Shane Battier,151877
10.,Anderson Varejão,149246
11.,Amar'e Stoudemire,147720
12.,Luol Deng,130744
13.,Andrew Bynum,111902
14.,Brook Lopez,108978
15.,Jeff Green,91356
