rank,name,votes
1.,Kobe Bryant,1591437
2.,Chris Paul,929155
3.,Jeremy Lin,883809
4.,James Harden,485986
5.,Russell Westbrook,376411
6.,Steve Nash,270741
7.,Tony Parker,176168
8.,Stephen Curry,169083
9.,Ricky Rubio,150227
10.,Manu Ginóbili,118293
