rank,name,votes
1.,Clyde Drexler,1070040
2.,Jason Kidd,1049946
3.,John Stockton,823826
4.,Tim Hardaway,440291
5.,Nick Van Exel,382373
6.,Sam Cassell,373326
7.,Jim Jackson,368047
8.,Mitch Richmond,323619
9.,Latrell Sprewell,320657
10.,Mahmoud Abdul-Rauf,293088
