rank,name,votes
1.,Grant Hill,1358004
2.,Scottie Pippen,1289649
3.,Dennis Rodman,496293
4.,Larry Johnson,494013
5.,Chris Webber,417095
6.,Horace Grant,342641
7.,Glen Rice,296143
8.,Glenn Robinson,280548
9.,Vin Baker,259279
10.,Anthony Mason,198273
