rank,name,votes
1.,Michael Jordan,1341422
2.,Anfernee Hardaway,1050461
3.,Joe Dumars,501159
4.,Reggie Miller,471162
5.,Jerry Stackhouse,441048
6.,Muggsy Bogues,307288
7.,Damon Stoudamire,305656
8.,Derek Harper,202900
9.,Mark Price,184826
10.,Kendall Gill,176855
