rank,name,votes
1.,Charles Barkley,1268195
2.,Shawn Kemp,1021384
3.,Karl Malone,986028
4.,Jamal Mashburn,551204
5.,Robert Horry,492748
6.,Clifford Robinson,330277
7.,Cedric Ceballos,322746
8.,A.C. Green,269175
9.,Christian Laettner,230036
10.,Brian Grant,214427
