rank,name,votes
1.,Kevin Garnett,1616575
2.,Tim Duncan,1436584
3.,Carmelo Anthony,1309945
4.,Dirk Nowitzki,1276304
5.,Shane Battier,1025643
6.,Shawn Marion,551173
7.,Lamar Odom,438824
8.,Josh Howard,412102
9.,Pau Gasol,364459
10.,Carlos Boozer,359882
