rank,name,votes
1.,Dwyane Wade,2029591
2.,Gilbert Arenas,1454166
3.,Vince Carter,1451156
4.,Jason Kidd,838486
5.,Chauncey Billups,499670
6.,Stephon Marbury,458181
7.,Michael Redd,351277
8.,Ben Gordon,316428
9.,Steve Francis,307287
10.,Richard Hamilton,306547
