rank,name,votes
1.,LeBron James,2516049
2.,Chris Bosh,1091263
3.,Jermaine O'Neal,934749
4.,Grant Hill,677423
5.,Paul Pierce,615911
6.,Rasheed Wallace,549693
7.,Andre Iguodala,459139
8.,Tayshaun Prince,408936
9.,Caron Butler,404489
10.,Emeka Okafor,388170
