rank,name,votes
1.,Grant Hill,1868020
2.,Scottie Pippen,1683956
3.,Dennis Rodman,887483
4.,Chris Webber,396365
5.,Juwan Howard,283512
6.,Toni Kukoč,273429
7.,Vin Baker,269994
8.,Otis Thorpe,268793
9.,Christian Laettner,225893
10.,Larry Johnson,220886
