rank,name,votes
1.,Gary Payton,1206539
2.,John Stockton,1127250
3.,Clyde Drexler,926432
4.,Jason Kidd,911858
5.,Nick Van Exel,447347
6.,Eddie Jones,372196
7.,Mitch Richmond,347195
8.,Avery Johnson,313349
9.,Jeff Hornacek,300324
10.,Stephon Marbury,298706
