rank,name,votes
1.,Michael Jordan,2451136
2.,Anfernee Hardaway,1132024
3.,Allen Iverson,567641
4.,Reggie Miller,506553
5.,Joe Dumars,428535
6.,Damon Stoudamire,396863
7.,Tim Hardaway,309220
8.,Jerry Stackhouse,292669
9.,Glen Rice,199216
10.,Mookie Blaylock,190348
