rank,name,votes
1.,Derrick Rose,1514723
2.,Dwyane Wade,1334223
3.,Rajon Rondo,547110
4.,Ray Allen,382147
5.,Deron Williams,208697
6.,José Calderón,132167
7.,Richard Hamilton,111368
8.,John Wall,96606
9.,Kyrie Irving,96346
10.,Joe Johnson,66145
