rank,name,votes
1.,Kobe Bryant,1555479
2.,Chris Paul,1138743
3.,Ricky Rubio,397456
4.,Steve Nash,276268
5.,Russell Westbrook,262186
6.,Kyle Lowry,185584
7.,Monta Ellis,156603
8.,Chauncey Billups,120961
9.,Jason Kidd,114924
10.,Manu Ginóbili,111273
