rank,name,votes
1.,Kevin Durant,1345566
2.,Blake Griffin,876451
3.,Pau Gasol,470353
4.,Dirk Nowitzki,468435
5.,Kevin Love,373880
6.,LaMarcus Aldridge,279500
7.,Tim Duncan,185069
8.,Lamar Odom,142830
9.,Danilo Gallinari,110245
10.,Rudy Gay,95228
