rank,name,votes
1.,Kobe Bryant,2004940
2.,Allen Iverson,1203152
3.,Tracy McGrady,1192742
4.,Steve Nash,1174125
5.,Chris Paul,563525
6.,Manu Ginóbili,541148
7.,Tony Parker,500009
8.,Baron Davis,499186
9.,Jason Terry,300125
10.,Jerry Stackhouse,270412
