rank,name,votes
1.,Carmelo Anthony,1723701
2.,Tim Duncan,1712800
3.,Dirk Nowitzki,1259025
4.,Carlos Boozer,553624
5.,Shawn Marion,514142
6.,Shane Battier,475483
7.,Kevin Durant,463187
8.,Luis Scola,424470
9.,Josh Howard,423973
10.,Grant Hill,389672
