rank,name,votes
1.,Kevin Garnett,2399148
2.,LeBron James,2108831
3.,Chris Bosh,838498
4.,Paul Pierce,574159
5.,Yi Jianlian,450515
6.,Caron Butler,340619
7.,Hedo Türkoğlu,301038
8.,Andrea Bargnani,293200
9.,Tayshaun Prince,280369
10.,Rashard Lewis,240725
