rank,name,votes
1.,Dwyane Wade,1608260
2.,Jason Kidd,1246386
3.,Ray Allen,1061740
4.,Vince Carter,981050
5.,Gilbert Arenas,797502
6.,Chauncey Billups,625772
7.,Michael Redd,375243
8.,Richard Hamilton,308357
9.,Joe Johnson,253308
10.,T.J. Ford,253216
