rank,name,votes
1.,Kobe Bryant,2380016
2.,Chris Paul,1281591
3.,Manu Ginóbili,748840
4.,Steve Nash,718934
5.,Russell Westbrook,660244
6.,Deron Williams,657806
7.,Tony Parker,436958
8.,Jason Kidd,394793
9.,Monta Ellis,390237
10.,Vince Carter,353143
