rank,name,votes
1.,LeBron James,2053011
2.,Amar'e Stoudemire,1674995
3.,Kevin Garnett,1407601
4.,Paul Pierce,804838
5.,Chris Bosh,571734
6.,Carlos Boozer,504610
7.,Danilo Gallinari,390658
8.,Josh Smith,387843
9.,Luol Deng,291118
10.,Danny Granger,279522
