rank,name,votes
1.,Kevin Durant,1736728
2.,Carmelo Anthony,1299849
3.,Pau Gasol,1100772
4.,Blake Griffin,1033646
5.,Tim Duncan,839599
6.,Dirk Nowitzki,785120
7.,Lamar Odom,529854
8.,Kevin Love,492173
9.,Luis Scola,411576
10.,Rudy Gay,284021
