rank,name,votes
1.,Vince Carter,1470176
2.,Antoine Walker,547172
3.,Grant Hill,427446
4.,Shareef Abdur-Rahim,335955
5.,Kenyon Martin,211299
6.,Glenn Robinson,211262
7.,Keith Van Horn,170920
8.,Jamal Mashburn,148069
9.,Antonio Davis,137770
10.,Brian Grant,128578
