rank,name,votes
1.,Kevin Garnett,880692
2.,Tim Duncan,762289
3.,Chris Webber,553401
4.,Dirk Nowitzki,398184
5.,Peja Stojaković,323664
6.,Scottie Pippen,197554
7.,Karl Malone,163009
8.,Elton Brand,160678
9.,Rasheed Wallace,156924
10.,Shawn Marion,138656
