rank,name,votes
1.,Michael Jordan,985448
2.,Allen Iverson,920502
3.,Tracy McGrady,453276
4.,Jason Kidd,442630
5.,Ray Allen,365421
6.,Paul Pierce,254840
7.,Latrell Sprewell,140601
8.,Baron Davis,127291
9.,Sam Cassell,120868
10.,Jerry Stackhouse,114412
