rank,name,votes
1.,Kobe Bryant,1121753
2.,Steve Francis,456972
3.,Gary Payton,367120
4.,Michael Finley,299747
5.,Stephon Marbury,297112
6.,Steve Nash,278664
7.,Mike Bibby,265691
8.,Anfernee Hardaway,228054
9.,Doug Christie,175366
10.,Jason Williams,170807
