rank,name,votes
1.,Kobe Bryant,1759717
2.,Steve Francis,976841
3.,Gary Payton,686788
4.,Steve Nash,582243
5.,Manu Ginóbili,538522
6.,Mike Bibby,483861
7.,Tony Parker,346735
8.,Ray Allen,303337
9.,Michael Finley,253848
10.,Cuttino Mobley,219382
