rank,name,votes
1.,Allen Iverson,1731648
2.,Tracy McGrady,1231825
3.,Jason Kidd,1126838
4.,LeBron James,768532
5.,Baron Davis,644518
6.,Stephon Marbury,384316
7.,Paul Pierce,332353
8.,Reggie Miller,222891
9.,Chauncey Billups,214195
10.,Richard Hamilton,184309
